x-axis,1
second,Volt
-1.160000E+00,
-1.156300E+00,-15.075E-03
-1.152600E+00,-25.126E-03
-1.148900E+00,-20.101E-03
-1.145200E+00,+0.0E+00
-1.141500E+00,+0.0E+00
-1.137800E+00,-15.075E-03
-1.134100E+00,+0.0E+00
-1.130400E+00,+15.075E-03
-1.126700E+00,+0.0E+00
-1.123000E+00,-15.075E-03
-1.119300E+00,-15.075E-03
-1.115600E+00,+0.0E+00
-1.111900E+00,+0.0E+00
-1.108200E+00,-5.025E-03
-1.104500E+00,-5.025E-03
-1.100800E+00,-5.025E-03
-1.097100E+00,-20.101E-03
-1.093400E+00,+0.0E+00
-1.089700E+00,-20.101E-03
-1.086000E+00,-15.075E-03
-1.082300E+00,-15.075E-03
-1.078600E+00,-5.025E-03
-1.074900E+00,-20.101E-03
-1.071200E+00,-20.101E-03
-1.067500E+00,-20.101E-03
-1.063800E+00,+10.050E-03
-1.060100E+00,+15.075E-03
-1.056400E+00,-30.151E-03
-1.052700E+00,-20.101E-03
-1.049000E+00,-5.025E-03
-1.045300E+00,+15.075E-03
-1.041600E+00,+0.0E+00
-1.037900E+00,+0.0E+00
-1.034200E+00,+0.0E+00
-1.030500E+00,+20.101E-03
-1.026800E+00,+20.101E-03
-1.023100E+00,+0.0E+00
-1.019400E+00,+5.025E-03
-1.015700E+00,+30.151E-03
-1.012000E+00,+25.126E-03
-1.008300E+00,+20.101E-03
-1.004600E+00,+20.101E-03
-1.000900E+00,+20.101E-03
-997.200E-03,+25.126E-03
-993.500E-03,+40.201E-03
-989.800E-03,+20.101E-03
-986.100E-03,+35.176E-03
-982.400E-03,+40.201E-03
-978.700E-03,+45.226E-03
-975.000E-03,+25.126E-03
-971.300E-03,+20.101E-03
-967.600E-03,+35.176E-03
-963.900E-03,+35.176E-03
-960.200E-03,+20.101E-03
-956.500E-03,+0.0E+00
-952.800E-03,+15.075E-03
-949.100E-03,+15.075E-03
-945.400E-03,+20.101E-03
-941.700E-03,+5.025E-03
-938.000E-03,+0.0E+00
-934.300E-03,+20.101E-03
-930.600E-03,+20.101E-03
-926.900E-03,+25.126E-03
-923.200E-03,+0.0E+00
-919.500E-03,+0.0E+00
-915.800E-03,+0.0E+00
-912.100E-03,+20.101E-03
-908.400E-03,+20.101E-03
-904.700E-03,+0.0E+00
-901.000E-03,+0.0E+00
-897.300E-03,+0.0E+00
-893.600E-03,+15.075E-03
-889.900E-03,+0.0E+00
-886.200E-03,-15.075E-03
-882.500E-03,+5.025E-03
-878.800E-03,-5.025E-03
-875.100E-03,-20.101E-03
-871.400E-03,-25.126E-03
-867.700E-03,-15.075E-03
-864.000E-03,+0.0E+00
-860.300E-03,+15.075E-03
-856.600E-03,-20.101E-03
-852.900E-03,-20.101E-03
-849.200E-03,-5.025E-03
-845.500E-03,+5.025E-03
-841.800E-03,-15.075E-03
-838.100E-03,-20.101E-03
-834.400E-03,-5.025E-03
-830.700E-03,+0.0E+00
-827.000E-03,-15.075E-03
-823.300E-03,-35.176E-03
-819.600E-03,-25.126E-03
-815.900E-03,-15.075E-03
-812.200E-03,-20.101E-03
-808.500E-03,-15.075E-03
-804.800E-03,-20.101E-03
-801.100E-03,+0.0E+00
-797.400E-03,-15.075E-03
-793.700E-03,+5.025E-03
-790.000E-03,-20.101E-03
-786.300E-03,-20.101E-03
-782.600E-03,+0.0E+00
-778.900E-03,-5.025E-03
-775.200E-03,-20.101E-03
-771.500E-03,-25.126E-03
-767.800E-03,-20.101E-03
-764.100E-03,+5.025E-03
-760.400E-03,-15.075E-03
-756.700E-03,-20.101E-03
-753.000E-03,-15.075E-03
-749.300E-03,+15.075E-03
-745.600E-03,+20.101E-03
-741.900E-03,+0.0E+00
-738.200E-03,-20.101E-03
-734.500E-03,-15.075E-03
-730.800E-03,+5.025E-03
-727.100E-03,-5.025E-03
-723.400E-03,-35.176E-03
-719.700E-03,-5.025E-03
-716.000E-03,+10.050E-03
-712.300E-03,+0.0E+00
-708.600E-03,-15.075E-03
-704.900E-03,-25.126E-03
-701.200E-03,-5.025E-03
-697.500E-03,-20.101E-03
-693.800E-03,+0.0E+00
-690.100E-03,-15.075E-03
-686.400E-03,+0.0E+00
-682.700E-03,+0.0E+00
-679.000E-03,+0.0E+00
-675.300E-03,+0.0E+00
-671.600E-03,-5.025E-03
-667.900E-03,+0.0E+00
-664.200E-03,+0.0E+00
-660.500E-03,+0.0E+00
-656.800E-03,+0.0E+00
-653.100E-03,-15.075E-03
-649.400E-03,-15.075E-03
-645.700E-03,+20.101E-03
-642.000E-03,+0.0E+00
-638.300E-03,-15.075E-03
-634.600E-03,-15.075E-03
-630.900E-03,+15.075E-03
-627.200E-03,+0.0E+00
-623.500E-03,+0.0E+00
-619.800E-03,-15.075E-03
-616.100E-03,+0.0E+00
-612.400E-03,+20.101E-03
-608.700E-03,+0.0E+00
-605.000E-03,-25.126E-03
-601.300E-03,+0.0E+00
-597.600E-03,+0.0E+00
-593.900E-03,+0.0E+00
-590.200E-03,-20.101E-03
-586.500E-03,+0.0E+00
-582.800E-03,+0.0E+00
-579.100E-03,+5.025E-03
-575.400E-03,-15.075E-03
-571.700E-03,-5.025E-03
-568.000E-03,-15.075E-03
-564.300E-03,+0.0E+00
-560.600E-03,+0.0E+00
-556.900E-03,+0.0E+00
-553.200E-03,-20.101E-03
-549.500E-03,+5.025E-03
-545.800E-03,+5.025E-03
-542.100E-03,+0.0E+00
-538.400E-03,+0.0E+00
-534.700E-03,+20.101E-03
-531.000E-03,+0.0E+00
-527.300E-03,+20.101E-03
-523.600E-03,-15.075E-03
-519.900E-03,-20.101E-03
-516.200E-03,+0.0E+00
-512.500E-03,+0.0E+00
-508.800E-03,-5.025E-03
-505.100E-03,-15.075E-03
-501.400E-03,+0.0E+00
-497.700E-03,+20.101E-03
-494.000E-03,-5.025E-03
-490.300E-03,+0.0E+00
-486.600E-03,-20.101E-03
-482.900E-03,+10.050E-03
-479.200E-03,+0.0E+00
-475.500E-03,-20.101E-03
-471.800E-03,-35.176E-03
-468.100E-03,-30.151E-03
-464.400E-03,-5.025E-03
-460.700E-03,-20.101E-03
-457.000E-03,-20.101E-03
-453.300E-03,-20.101E-03
-449.600E-03,-20.101E-03
-445.900E-03,-35.176E-03
-442.200E-03,-20.101E-03
-438.500E-03,-40.201E-03
-434.800E-03,-5.025E-03
-431.100E-03,-5.025E-03
-427.400E-03,-15.075E-03
-423.700E-03,-40.201E-03
